Name (Name),Adresse (Address),Website (Webseite)
Stiftung fur Studentisches Wohnen,"Sonnegstrasse 23, 8006 Zurich",www.sswz.ethz.ch
Stiftung fur Wohnungshilfe,"Dorfstrasse 26A, 9313 Muolen",www.stwh.ch
Stiftung Habitat,"Rheingasse 31, 4005 Basel",www.stiftung-habitat.ch
Stiftung Hausen und Wohnen,"Gallusstrasse 12, 9000 St. Gallen",www.hausenundwohnen.ch
Stiftung Jugendwohnnetz JUWO,"Gartenhofstrasse 15, 8004 Zurich",www.juwo.ch
Stiftung Netzwerk,"Wettsteinweg 1, 8630 Ruti",www.netz-werk.ch
"Stiftung Platze fur Fahrende, St.Gallen","St. Leonhard-Strasse 20, 9000 St. Gallen",www.stadt.sg.ch/home/verwaltung-politik/direktionen/planung-bau/liegenschaften.html
Stiftung PONTE Projektfonds,"Kalkbreitestrasse 33, 8003 Zurich",www.ponteprojektfonds.ch
Stiftung PWG,"Fluelastrasse 16, 8048 Zurich",www.pwg.ch
Stiftung Recht auf Wohnen,"Hofstrasse 12, 8707 Uetikon am See",N/A
Stiftung Renggergut,"Renggerstrasse 70, 8038 Zurich",www.renggergut.ch
Stiftung Seniorenwohnungen Mannedorf,"Haldenstrasse 60, 8708 Mannedorf",N/A
Stiftung Wunderland,"Hans-Hugi-Strasse 3, 2501 Biel/Bienne",www.stiftung-wunderland.ch
"Team 92, Bau- und Verwaltungsgenossenschaft","Frankentalerstrasse 35, 8049 Zurich",N/A
TOUSLOGIS,2800 Delemont,N/A
Tusculum Genossenschaft fur Wohnbauforderung,"Baumlisacherstrasse 35, 8907 Wettswil",N/A
UTILITA Anlagestiftung fur gemeinnutzige Immobilien,"Laupenstrasse 45, 3008 Bern",www.utilita.ch
Vento AG,"Hoferbad 4, 9050 Appenzell",N/A
Verein Arche Zurich,"Hohlstrasse 489, 8048 Zurich",www.archezuerich.ch
Verein BuntGemischt,"Dialogweg 6, 8050 Zurich",N/A
Verein Seniorenzentrum Hardmatt,"Hardmattweg 19, 4802 Strengelbach",www.szhardmatt.ch
Verein Studentisches Wohnen Brugg-Windisch,"Bahnhofstrasse 6, 5210 Windisch",www.studentenraum.ch
Verein Wohnnetz,"Hallerstrasse 19, 3012 Bern",www.wohnnetz.org
VITASANA Baugenossenschaft,"Winterthurerstrasse 659, 8051 Zurich",www.vitasana.ch
Vivanta AG,"Ch. d'Entre-Bois 31, 1018 Lausanne",www.vivanta.ch
Volkshausgenossenschaft St. Gallen,"Lammlisbrunnenstrasse 41, 9000 St. Gallen",www.eiko.ch
WBG an der Limmat,"Alberich Zwyssigstrasse 41, 5430 Wettingen",N/A
WBG Bundespersonal Chur,"Giacomettistrasse 56, 7000 Chur",www.wbgbundespersonal-chur.ch
WBG Bundespersonal Endingen,"Blumenweg 5, 5304 Endingen",N/A
WBG casaverde,"Waisenhausstrasse 10, 9230 Flawil",N/A
WBG Chasa Piz Buin Scuol,"Via da S-charl 263, 7550 Scuol",N/A
WBG des Bundespersonals,"Kapuzinerhugel 19, 5620 Bremgarten",N/A
WBG Funflinden Lenzburg,"Murackerstrasse 16, 5600 Lenzburg",N/A
WBG Gallus Rapperswil-Jona,"Eichwiesstrasse 7, 8645 Jona",www.wbg-gallus.ch
WBG Linde,"Frauenfeldstrasse 9, 8266 Steckborn",www.wobalinde.ch
WBG Pfruondhus Tenna,"Innerberg 11, 7106 Tenna",N/A
WBG Schlattertal,"Im Bruhl 8, 8252 Schlatt TG",www.schlattertal.ch/genossenschaft
WBG Schwaderhof Birrwil,"Theaterplatz 1, 5401 Baden",www.schwaderhof.ch
WBG SEWOBodensee,"Bruckenstrasse 3, 8280 Kreuzlingen",N/A
WBG Siggenberg Untersiggenthal,"Alberich Zwyssigstrasse 81, 5430 Wettingen",www.hh-immo.ch
WBG Turgi & Umgebung,"Grubstrasse 8, 5300 Turgi",www.wbg-turgi.ch
WBG Wasserschloss,"Rundturm Husmatt, 5405 Dattwil AG",N/A
WBG Wir sind Stadtgarten,"Bogenstrasse 9, 9000 St. Gallen",www.wir-sind-stadtgarten.ch/Home
Wir sind Stadtgarten,"Europaplatz 1A, 3018 Bern",www.wir-sind-stadtgarten.ch
WMS - Wohnbaugenossenschaft Stafa,"Trankebachstrasse 7, 8712 Stafa",N/A
WOBAG Dorfli,"Mattenstrasse 18, 4656 Starrkirch-Wil",www.wobag-doerfli.ch
Wobaga Wohnbaugenossenschaft Ganterschwil,"Harzbuchelstrasse 14, 9000 St. Gallen",N/A
WOBAZU Wohnbaugenossenschaft Zuzgen,"Lohnbergstrasse 24, 4315 Zuzgen",www.wobazu.ch
WOGE-Ossingen,"In der Punt 4 A, 8475 Ossingen",N/A
WOGENO - Aletsch,"Bahnhofstrasse 6, 3987 Riederalp",www.wogeno-aletsch.ch
WOGENO Aargau,"Stahlrain 2, 5200 Brugg",www.wogenoaargau.ch
WOGENO Bern,"Morgenstrasse 70, 3018 Bern",N/A
WOGENO Luzern Genossenschaft,"Eichmattstrasse 12, 6005 Luzern",www.wogeno-luzern.ch
WOGENO Mogelsberg,"Aeschstrasse 23, 9122 Mogelsberg",www.wogeno-mogelsberg.ch
WOGENO Solothurn Genossenschaft,"Friedensstrasse 7, 4629 Fulenbach",N/A
WOGENO Sursee und Umgebung Genossenschaft,"Centralstrasse 9, 6210 Sursee",www.wogeno-sursee.ch
WOGESA Wohnbaugenossenschaft Schaffhausen,"Schlagbaumstrasse 6, 8200 Schaffhausen",www.wogesa.ch
Wohbaugenossenschaft TRAFO,"Freiestrasse 30, 2502 Biel/Bienne",N/A
Wohn- & Baugen. Nestweiher,"Nestweiherstrasse 5, 9012 St. Gallen",N/A
Wohn- und Baugenossenschaft Neufeld,"Talackerstrasse 86, 3604 Thun",www.wbg-neufeld.ch
Wohn- und Gewerbegenossenschaft Huttwil (WGH),"Hofmattstrasse 37a, 4950 Huttwil",www.wgh-huttwil.ch
Wohn- und Siedlungsgenossenschaft Uster,"Brandstrasse 13, 8610 Uster",N/A
Wohn- und Siedlungsgenossenschaft Zurich wsgz,"Dorflistrasse 50, 8050 Zurich",www.wsgz.ch
Wohn-Baugenossenschaft HOF GATTIKON,"Hofwiesenstrasse 29, 8136 Gattikon",www.wbg-hof.ch
Wohnbau-Genossenschaft Focus,"Talweg 165, 8610 Uster",N/A
Wohnbau-Genossenschaft Horn,"Appenzeller Strasse 5a, 9403 Goldach",N/A
Wohnbau-Genossenschaft Nordwest (wgn),"Gellertstrasse 55, 4052 Basel",www.wgn.ch
Wohnbau-Genossenschaft Waldheim,"Wartstrasse 27, 8401 Winterthur",www.wgw-waldheim.ch
Wohnbaugenossenschaft AltersKollektiv,"Lehnenstrasse 72, 8037 Zurich",www.alterskollektiv.ch
Wohnbaugenossenschaft 1904 St.Gallen,"Flurhofstrasse 118, 9000 St. Gallen",www.wbg1904.ch
Wohnbaugenossenschaft 91,"Cunzstrasse 8, 9016 St. Gallen",www.remishueb-sg.ch/?page_id=67
Wohnbaugenossenschaft Aarburg,"Feldstrasse 15, 4663 Aarburg",www.wbg-aarburg.ch
Wohnbaugenossenschaft Aarestrand,"Greyerzerstrasse 50, 3013 Bern",N/A
Wohnbaugenossenschaft ACHT Bern,"Thunstrasse 102A, 3006 Bern",www.wbgacht.ch
Wohnbaugenossenschaft Aebnit,"Rebbergweg 3, 3653 Oberhofen",N/A
Wohnbaugenossenschaft Aemmehus,"St. Ursenweg 3, 4562 Biberist",N/A
Wohnbaugenossenschaft ALPENBLICK,"Dammweg 51A, 3604 Thun",www.wbg-alpenblick.ch
Wohnbaugenossenschaft Alvra,"Voia Principala 62, 7492 Alvaneu Dorf",N/A
Wohnbaugenossenschaft Am Salvatorenturm,"Bolettastrasse 5, 7000 Chur",N/A
Wohnbaugenossenschaft AMJ,"Thurwiesenstrasse 17, 8037 Zurich",N/A
Wohnbaugenossenschaft Amsel,"Ziegelried 340, 3054 Schupfen",N/A
Wohnbaugenossenschaft ANDREAS Gossau,"Im Stadelacker 2A, 9212 Arnegg",N/A
Wohnbaugenossenschaft Arbor-Felix,"Fohrenstrasse 9, 9320 Arbon",N/A
Wohnbaugenossenschaft Areal,"Spalentorweg 4, 4051 Basel",N/A
"Wohnbaugenossenschaft Areal, WBG Basel","Vogesenplatz 1, 4056 Basel",wbg-areal.ch/
Wohnbaugenossenschaft Au,"Bleichestrasse 6, 8570 Weinfelden",N/A
Wohnbaugenossenschaft Baarburg,"Buelstrasse 27b, 6340 Baar",www.wbg-baarburg.ch/?WBG_Baarburg
Wohnbaugenossenschaft bainviver-chur,"Planaterrastrasse 11, 7000 Chur",www.bainviver-chur.ch
Wohnbaugenossenschaft Bantiger Ostermundingen,"alte Bernstrasse 75, 3075 Rufenacht",www.wbg-bantiger.ch
Wohnbaugenossenschaft Bauma,"Gublenstrasse 6, 8494 Bauma",N/A
Wohnbaugenossenschaft Beau-Site,"Stampflistrasse 37, 3052 Zollikofen",www.wbg-beausite.ch
Wohnbaugenossenschaft Bellevue Hunenberg,"Chamerstrasse 44, 6331 Hunenberg",www.vonallmen-treuhand.ch
Wohnbaugenossenschaft Bergholz,"Feldstrasse 10, 9500 Wil",N/A
Wohnbaugenossenschaft Bergholzli,"Stationsstrasse 20, 3204 Rosshausern",N/A
Wohnbaugenossenschaft BIENNA,"Freiburgstrasse 29, 2503 Biel/Bienne",N/A
Wohnbaugenossenschaft Birnbaumen,"Birnbaumenstrasse 49, 9000 St. Gallen",www.wbg-birnbaeumen.ch
Wohnbaugenossenschaft Brandgrube Uster,"Seestrasse 127a, 8610 Uster",N/A
Wohnbaugenossenschaft Breitenwisen,"Ratenbergstrasse 13, 9246 Niederburen",N/A
Wohnbaugenossenschaft Brugg-Windisch,"Kornfeldstrasse 24, 5210 Windisch",N/A
Wohnbaugenossenschaft Brunnen,"Buolmattweg 8, 6440 Brunnen",N/A
Wohnbaugenossenschaft Bruggarten,"Bruggstrasse 42, 3634 Thierachern",www.brueggarten.ch
Wohnbaugenossenschaft Bundespersonal,"Karl-Haueterstrasse 11, 3770 Zweisimmen",N/A
Wohnbaugenossenschaft Bundespersonal Burgdorf,"Bernstrasse 11, 3400 Burgdorf",www.wbgburgdorf.ch/
Wohnbaugenossenschaft Bundespersonal Grund,"Grund 17, 6474 Amsteg",N/A
Wohnbaugenossenschaft Bundespersonal Schaffhausen,"Grubenstieg 11, 8200 Schaffhausen",N/A
Wohnbaugenossenschaft Burgdorf,"Muhlegasse 20, 3400 Burgdorf",N/A
Wohnbaugenossenschaft Busswil,"Muhledorfstrasse 5, 3018 Bern",N/A
Wohnbaugenossenschaft BUWO,"Im Branzenasch 10, 8600 Dubendorf",N/A
Wohnbaugenossenschaft Bumpliz,"Morgenstrasse 25b, 3018 Bern",N/A
Wohnbaugenossenschaft Burg,"Oberlandstrasse 61, 3700 Spiez",N/A
Wohnbaugenossenschaft Chienbergreben,"Ebnetweg 36, 4460 Gelterkinden",N/A
Wohnbaugenossenschaft Chur (WBC),"Poststrasse 22, 7001 Chur",www.rrt.ch
Wohnbaugenossenschaft CMV Schaffhausen,"Riethaldenweg 16, 8200 Schaffhausen",N/A
Wohnbaugenossenschaft Curtin Tarasp,"Val 742, 7550 Scuol",www.lauber-barbueda.ch
Wohnbaugenossenschaft DAHEIM,2501 Biel/Bienne,www.wbg-daheim.ch
Wohnbaugenossenschaft DAHEIM Leuzigen,"Erlenweg 9, 3297 Leuzigen",N/A
Wohnbaugenossenschaft Das Andere Wohnen,"Kirchweg 1, 3052 Zollikofen",www.dasanderewohnen.ch
Wohnbaugenossenschaft des Bundespersonals Dubendorf,"Gumpisbuelstrasse 31, 8600 Dubendorf",N/A
Wohnbaugenossenschaft des Bundespersonals in Koblenz,"Giessenstrasse 17, 5322 Koblenz",N/A
Wohnbaugenossenschaft des Bundespersonals Langnau i.E.,"Asylstrasse 34, 3550 Langnau i.E.",N/A
Wohnbaugenossenschaft des Bundespersonals Liestal,"Kesselweg 23, 4410 Liestal",N/A
Wohnbaugenossenschaft des Bundespersonals Niesen,3700 Spiez,N/A
Wohnbaugenossenschaft des Bundespersonals Rheinfelden (WBR),"Rosengasschen 9, 4310 Rheinfelden",www.wbr-rheinfelden.ch
Wohnbaugenossenschaft des eidg. Personals Ruti,"Inselweg 6, 8630 Ruti",N/A
Wohnbaugenossenschaft Drachuhuus,"Triestenweg 18, 3904 Naters",N/A
Wohnbaugenossenschaft DREIBEINSKREUZ,"Narzissenweg 1, 4528 Zuchwil",N/A
Wohnbaugenossenschaft Dreibunden Chur,"Sardonastrasse 15, 7000 Chur",N/A
Wohnbaugenossenschaft Ebnitmatte,"Kirchstrasse 7, 3780 Gstaad",N/A
Wohnbaugenossenschaft eck.94,"Seedorfweg 33, 3053 Munchenbuchsee",N/A
Wohnbaugenossenschaft Edelweiss Wil,"Friedtalweg 20, 9500 Wil",www.mosima.ch
Wohnbaugenossenschaft Effretikon-Illnau,"Wiesenstrasse 13, 8307 Effretikon",www.wohnbaugenossenschaft.ch
Wohnbaugenossenschaft Eiche,"Schwerzgrubstrasse 13, 8903 Birmensdorf ZH",N/A
Wohnbaugenossenschaft Eichfeld,"Heimatstrasse 12, 8645 Jona SG",N/A
Wohnbaugenossenschaft Eital,"Kesslerweg 4, 4492 Tecknau",N/A
Wohnbaugenossenschaft EMME Oberburg,"Thalgrabenstrasse 95, 3432 Lutzelfluh",N/A
Wohnbaugenossenschaft Emmen,"Heubachliring 8, 6020 Emmenbrucke",N/A
Wohnbaugenossenschaft Emmenstrand,"Berghalde 5, 6110 Wolhusen",N/A
Wohnbaugenossenschaft Ergolz,"Birsfelderstrasse 44, 4132 Muttenz",N/A
Wohnbaugenossenschaft Erlenau Munsingen,"Belpbergstrasse 51, 3110 Munsingen",N/A
Wohnbaugenossenschaft Ernen,"Hengert 1, 3995 Ernen",N/A
Wohnbaugenossenschaft Etzberg,"Burglistrasse 29, 8401 Winterthur",www.wbg-etzberg.ch
Wohnbaugenossenschaft Familie Baar,"Leihgasse 98, 6340 Baar",www.wbgfamilie.ch
Wohnbaugenossenschaft Familie Emmen,"Riffigstrasse 28, 6020 Emmenbrucke",N/A
Wohnbaugenossenschaft Farfalla,"Schlossstrasse 43, 3672 Oberdiessbach",N/A
Wohnbaugenossenschaft Feld 4,"Beckenweg 5, 4056 Basel",N/A
Wohnbaugenossenschaft Feuerthalen-Langwiesen,"Erlenstrasse 2, 8245 Feuerthalen",wbg-feuerthalen.ch
Wohnbaugenossenschaft Fondligarten,"Spreitenbacherstrasse 27, 8953 Dietikon",N/A
Wohnbaugenossenschaft Fortuna 63,"Ilgenstrasse 63, 9000 St. Gallen",N/A
Wohnbaugenossenschaft Friedas Garten,"Huebli 11, 8465 Rudolfingen",www.rudolfingen.ch
Wohnbaugenossenschaft Funtanella,"Funtanella 15, 7503 Samedan",N/A
Wohnbaugenossenschaft fur Bundespersonal in Brugg,"Weiermattweg 9, 5200 Brugg",www.wbgbrugg.ch
Wohnbaugenossenschaft fur das Bundespersonal in Kusnacht,"Johannisburgstrasse 4, 8700 Kusnacht ZH",N/A
Wohnbaugenossenschaft fur die Familie Sursee,"Parkweg 12, 6210 Sursee",N/A
Wohnbaugenossenschaft Galenstock,"Bodenstrasse 22, 6490 Andermatt",N/A
Wohnbaugenossenschaft Gamper,"Gamperstrasse 8, 8004 Zurich",N/A
WohnBaugenossenschaft Geissberg - Kloten,"Auenstrasse 1, 8302 Kloten",www.wbg-kloten.ch
Wohnbaugenossenschaft Gess,"Hardungstrasse 57b, 9011 St. Gallen",N/A
Wohnbaugenossenschaft Giebel,"Dammweg 43, 3013 Bern",N/A
Wohnbaugenossenschaft Glana,"Ackerweg 8, 9470 Buchs SG",www.schoeb-ag.ch/portfolio/glana
Wohnbaugenossenschaft Glarus,"Zinggenstrasse 3, 8753 Mollis",www.alterssiedlung-glarus.ch
Wohnbaugenossenschaft Goldern,"Laurenzenvorstadt 57, 5000 Aarau",N/A
Wohnbaugenossenschaft Grubenacker,"Steffenstrasse 10, 8052 Zurich",www.wbggrubenacker.wordpress.com
Wohnbaugenossenschaft Grunau Luzern,"Hochrutistrasse 21, 6005 Luzern",N/A
Wohnbaugenossenschaft Guet Grund,"Berglistrasse 28A, 8180 Bulach",N/A
Wohnbaugenossenschaft Guscha Flums,"Neugutstrasse 3, 8890 Flums",www.flums.ch/organisationen/10360
Wohnbaugenossenschaft HAGNAU,"Birseckstrasse 47a, 4127 Birsfelden",www.hagnauer-gaerten.ch
Wohnbaugenossenschaft Hasliberg,"Lucher 502, 6086 Hasliberg",www.wohnbaugenossenschaft-hasliberg.ch
Wohnbaugenossenschaft Heimat,"Lauriedhofweg 10, 6300 Zug",www.wbgheimat.ch
Wohnbaugenossenschaft Hemetli,"Gossauerstrasse 47, 9100 Herisau",www.hemetli-herisau.ch
Wohnbaugenossenschaft Herdern (WBH),"Im Baumgarten 6, 8535 Herdern",www.imbaumgarten.org/
Wohnbaugenossenschaft Herznach-Ueken,"Bachdelle 8, 5027 Herznach",N/A
Wohnbaugenossenschaft Holberg,"Sonnhaldenstrasse 23, 8302 Kloten",www.wbgholberg.ch
"Wohnbaugenossenschaft Holzbeerli, Fulenbach","Wolfwilerstrasse 6, 4629 Fulenbach",N/A
Wohnbaugenossenschaft Hornburg,"Weinsteig 60, 8200 Schaffhausen",N/A
Wohnbaugenossenschaft Huebergass,"Huberstrasse 7, 3008 Bern",www.huebergass.ch
Wohnbaugenossenschaft im gwohnte Dorflingen,"Unterbergstrasse 6, 8239 Dorflingen",imgwohnte.jimdofree.com/
Wohnbaugenossenschaft im Letten,"Lettenstrasse 38, 9500 WiI",N/A
Wohnbaugenossenschaft in buona compagnia,"Obere Bahnhofstrasse 4, 7402 Bonaduz",www.inbuonacompagnia.ch
Wohnbaugenossenschaft in buona compagnia aegerten,"Kochermatte 6, 2558 Aegerten",www.inbuonacompagnia-aegerten.ch
Wohnbaugenossenschaft Iselacher,"Schonbuelstrasse 2, 8626 Ottikon (Gossau ZH)",www.iselacher.ch
Wohnbaugenossenschaft JAWO,"Feldmatt 16, 6246 Altishofen",N/A
Wohnbaugenossenschaft Josephine,"Josefstrasse 47, 8005 Zurich",N/A
Wohnbaugenossenschaft KANDER,3714 Frutigen,www.ruegsegger.ch
Wohnbaugenossenschaft Kohlplatz,"Kohlplatzweg 9, 4310 Rheinfelden",N/A
"Wohnbaugenossenschaft Kommen, Gehen und Bleiben","Elsasserstrasse 139, 4056 Basel",N/A
Wohnbaugenossenschaft Krinau,"Auli, 9622 Krinau",N/A
Wohnbaugenossenschaft Kussnacht,6403 Kussnacht SZ,www.wbgk.ch
Wohnbaugenossenschaft Landquart,"Rheinstrasse 22, 7302 Landquart",N/A
Wohnbaugenossenschaft Langegasse,"Blauenstrasse 27, 4104 Oberwil BL",www.wbg-langegasse.ch
Wohnbaugenossenschaft Langendorf,"Wildbachstrasse 16, 4513 Langendorf",N/A
Wohnbaugenossenschaft Langnau,"Kirchgasse 9, 3550 Langnau i.E.",N/A
Wohnbaugenossenschaft Lantsch/Lenz,"Dischiel 6, 7083 Lantsch/Lenz",www.lantsch-lenz.ch/index.php?option=com_content&view=article&id=260&Itemid=179
Wohnbaugenossenschaft LANZGUT,"Teichmattstrasse 12, 3600 Thun",www.lanzgut.ch
Wohnbaugenossenschaft Larsch,"Via Surpunt 16, 7500 St. Moritz",N/A
Wohnbaugenossenschaft Laube,"Gotthelfstrasse 14, 3013 Bern",N/A
Wohnbaugenossenschaft Laufen,"Eichweg 19, 4242 Laufen",N/A
Wohnbaugenossenschaft Laufenburg,"Neuhofstrasse 7, 5080 Laufenburg",N/A
Wohnbaugenossenschaft Lehnhalde,"Haggenhaldenweg 6, 9014 St. Gallen",N/A
Wohnbaugenossenschaft Lenzburg,"Zelgmatte 8, 5600 Lenzburg 1",www.wgl.ch/site/index.cfm
Wohnbaugenossenschaft LERCHE,"Langestrasse 54a, 3603 Thun",www.wbg-lerche.ch
Wohnbaugenossenschaft Lerchenfeld,"Wassergasse 18, 9001 St. Gallen",N/A
Wohnbaugenossenschaft Lindenpark Rheinfelden,"Parkweg 5, 4310 Rheinfelden",www.wbg-lindenpark.ch
Wohnbaugenossenschaft Lingenberg,"Gehrenstrasse 24, 4227 Busserach",www.lingenberg.ch
Wohnbaugenossenschaft Living Lab,"Aennetlauenen 166A, 6083 Hasliberg Hohfluh",N/A
Wohnbaugenossenschaft Lueg is Land Buchs,"Tulpenweg 8, 8107 Buchs",N/A
Wohnbaugenossenschaft LYSE-LOTTE,"Beckenweg 6, 4056 Basel",www.lyse-lotte.ch
Wohnbaugenossenschaft Larchenhugel,"Kreuzstrasse 42, 9032 Engelburg",www.laerchenhuegel.ch
Wohnbaugenossenschaft maettmi50plus,"Pfruendmattstrasse 5, 8932 Mettmenstetten",www.maettmi50plus.ch
Wohnbaugenossenschaft Magglingen,"Burgerweg 9, 2532 Magglingen",www.wbg-magglingen.ch
Wohnbaugenossenschaft Manau,"Dorfstrasse 17, 8596 Scherzingen",N/A
Wohnbaugenossenschaft Maur WOMA,"Im Gutsch 12, 8122 Binz",N/A
Wohnbaugenossenschaft Mauritius Rothenburg,"Mauritiusring 1, 6023 Rothenburg",N/A
Wohnbaugenossenschaft Meiringen,"Spitalstrasse 14, 3860 Meiringen",www.wbg-meiringen.ch
Wohnbaugenossenschaft MEISENWEG Burgdorf,"Meiefeldstrasse 15, 3400 Burgdorf",www.wbgmeisenweg.ch
Wohnbaugenossenschaft methusalix,"Beckenstrasse 12, 4056 Basel",www.methusalix.ch
Wohnbaugenossenschaft MOOSSEE,"Tannackerstrasse 14, 3302 Moosseedorf",N/A
Wohnbaugenossenschaft Motor (WOMO),"Seuzacherstrasse 10d, 8474 Dinhard",www.womo-genossenschaft.ch
Wohnbaugenossenschaft Murifeld,"Jupiterstrasse 25/1146, 3015 Bern",www.wbg-murifeld.ch
Wohnbaugenossenschaft Mushafen,"Balmweg 21, 3007 Bern",N/A
Wohnbaugenossenschaft Morschwil,"Horchtentalstrasse 5, 9402 Morschwil",N/A
Wohnbaugenossenschaft Neuhaus,"Wangentalstrasse 44, 3172 Niederwangen b. Bern",www.wbg-neuhaus.ch
Wohnbaugenossenschaft Neuland,"Scheffelstrasse 28, 8037 Zurich",N/A
Wohnbaugenossenschaft Noah,"Zinzikerbergstrasse 63, 8404 Winterthur",N/A
Wohnbaugenossenschaft Nussbaum,"Nussbaumstrasse 32, 3006 Bern",www.siedlung-baumgarten.ch
Wohnbaugenossenschaft Oberburg,"Obstgartenweg 1, 3414 Oberburg",N/A
Wohnbaugenossenschaft Oberes Seetal,"Alte Aescherstrasse 31, 5615 Fahrwangen",www.wgos.ch
Wohnbaugenossenschaft Oberfeld,"Lindenweg 12, 3072 Ostermundigen",www.wohnen-im-oberfeld.ch
Wohnbaugenossenschaft Obersee,"Oberseestrasse 87, 8645 Jona",N/A
Wohnbaugenossenschaft Obstgartenstrasse,"Obstgartenstrasse 2, 3400 Burgdorf",N/A
Wohnbaugenossenschaft Oeko-Bau,"Les Cheseaux 1, 2607 Cortebert",N/A
Wohnbaugenossenschaft Olten und Umgebung,"Solothurnerstrasse 233, 4601 Olten",www.avida.ch
Wohnbaugenossenschaft Olten/Dulliken,"Grundstrasse 43, 4600 Olten",N/A
Wohnbaugenossenschaft Opossum,"Alpeneggstrasse 10, 3012 Bern",N/A
Wohnbaugenossenschaft Palais bleu,"Kantonsschulstrasse 6, 9043 Trogen",www.palaisbleu.ch
Wohnbaugenossenschaft point commun,"Lothringerstrasse 164, 4056 Basel",pointcommunbasel.ch
Wohnbaugenossenschaft Porta Aperta,"Weihergasse 15, 3005 Bern",N/A
Wohnbaugenossenschaft Pro Domo Bern,3001 Bern,www.wbgprodomo.ch
Wohnbaugenossenschaft PRO FAMILIA,"Keltenweg 5, 2544 Bettlach",N/A
Wohnbaugenossenschaft Pro Familia Altdorf UR,"Pro Familiaweg 3, 6460 Altdorf",www.profamilia-uri.ch
Wohnbaugenossenschaft Pro Familia Romanshorn,"Weitenzelgstrasse 25, 8590 Romanshorn",www.wbg-profamilia.ch
Wohnbaugenossenschaft Pro Familia Schaffhausen,"Stettemerstrasse 152, 8207 Schaffhausen",www.pro-familia.ch
Wohnbaugenossenschaft Pumera,"Pardieni 12, 7416 Almens",www.wogeno-pumera.ch
Wohnbaugenossenschaft Q-Hof,"Quartierhof 8, 3013 Bern",www.quartierhof.ch
Wohnbaugenossenschaft Reckenholz,"Rumlangerstrasse 14, 8105 Watt",N/A
Wohnbaugenossenschaft Region Kreuzlingen,"Felsenburgstrasse 11, 8280 Kreuzlingen",www.webege.ch
Wohnbaugenossenschaft REM3,"Rotachstrasse 7, 9000 St. Gallen",www.rem3.ch
Wohnbaugenossenschaft Remishueb,"Haldenstrasse 6, 9200 Gossau",www.remishueb-sg.ch/?page_id=73
Wohnbaugenossenschaft Reusstrasse 34,"Reussstrasse 34, 4054 Basel",www.reuss34.ch
Wohnbaugenossenschaft Rheinfels-Park,"Schaffhauserstrasse 16, 4332 Stein AG",www.wgrp.ch
Wohnbaugenossenschaft Rhihalde,"Steigasshof 2, 8193 Eglisau",www.wbg-rhihalde.ch
Wohnbaugenossenschaft Rosenbuhl,"Rosenbuhlstrasse 6, 9242 Oberuzwil",www.rosenbuehl.ch
Wohnbaugenossenschaft Ruegg,"Neugasse 33, 8005 Zurich",www.genossenschaft-rueegg.ch
Wohnbaugenossenschaft Rynach,"Benkenstrasse 17, 4153 Reinach BL",www.wbg-rynach.ch
Wohnbaugenossenschaft Sandhof,"Obere Leihofstrasse 22, 8820 Wadenswil",N/A
Wohnbaugenossenschaft Sandmatte,"Englisch-Gruss-Strasse 6, 3902 Brig-Glis",N/A
Wohnbaugenossenschaft SBB-Personal Luzern,"Bachtalen 7, 6020 Emmenbrucke",www.wbgl.ch
Wohnbaugenossenschaft Schlussel am Ahrenweg,"Aehrenweg 21, 3027 Bern",www.genossenschaftschluessel.wordpress.com
Wohnbaugenossenschaft Schmittengut,"Belpbergstrasse 38, 3115 Gerzensee",N/A
Wohnbaugenossenschaft Schragwinkel,"Talstrasse 67a, 3122 Kehrsatz",N/A
Wohnbaugenossenschaft Schweizerhubel,"Juraweg 3, 3052 Zollikofen",www.schweizerhubel.ch
Wohnbaugenossenschaft Schwabis,"Schlossstrasse 31, 3613 Steffisburg",www.wbg-schwaebis.ch
Wohnbaugenossenschaft Schoneggweg 14 + 16,"Schoneggweg 14, 3007 Bern",N/A
Wohnbaugenossenschaft Seeblick,"Mosliweg 4, 3645 Gwatt",N/A
Wohnbaugenossenschaft SIEBEN Bern,"Jurastrasse 15, 3013 Bern",N/A
Wohnbaugenossenschaft SOL,"Waldeckstrasse 12, 3052 Zollikofen",N/A
Wohnbaugenossenschaft Solidarisch Wohnen - SoWo,"Unterdorfstrasse 2, 3322 Urtenen-Schonbuhl",www.unserhausprojekt.ch
Wohnbaugenossenschaft Solidaritat,"Langgasse 47, 2504 Biel/Bienne",www.wbgs-biel.ch
Wohnbaugenossenschaft Sonnenbergstrasse,"c/o Juliana Muller, Larchenstrasse 39, 8400 Winterthur",www.wbg-sonnenberg.ch
Wohnbaugenossenschaft Sonnenrain Bolligen,"Nobsstrasse 30, 3072 Ostermundigen",N/A
Wohnbaugenossenschaft Sonnhalde,"Vechigenstrasse 29, 3076 Worb",www.sonnhaldeworb.ch
Wohnbaugenossenschaft Sonniger Hof,"Muhlestrasse 63, 2504 Biel/Bienne",www.sonniger-hof.ch
Wohnbaugenossenschaft Sonnmatt,"Hochhusmatt 23, 6130 Willisau",N/A
Wohnbaugenossenschaft Sonnmatt Frauenfeld,"Marktstrasse 10, 8500 Frauenfeld",N/A
Wohnbaugenossenschaft Sophie Stinde,"Oberer Zielweg 34, 4143 Dornach",www.sophie-stinde.ch
